Technique ID,Technique Name,Tactics,Technique Description,Platform,Link,Changed
T1069.003,Permission Groups Discovery: Cloud Groups,Discovery,"Adversaries may attempt to find cloud groups and permission settings via toools such as Get-MsolRole, az ad user get-member-groups etc. This knowledge can help adversaries determine the particular roles of users and groups within an environment, as well as which users are associated with a particular group.","Azure AD,Google Workspace,IaaS,Office 365,SaaS",https://attack.mitre.org/techniques/T1069/003,Yes
T1070.001,Indicator Removal on Host: Clear Windows Event Logs,Defense Evasion,"Adversaries may clear Windows Event Logs to hide the activity of an intrusion. These logs may also be cleared through other mechanisms, such as the event viewer GUI or PowerShell",Windows,https://attack.mitre.org/techniques/T1070/001,No
T1070.002,Indicator Removal on Host: Clear Linux or Mac System Logs,Defense Evasion,Adversaries may clear system logs to hide evidence of an intrusion. macOS and Linux both keep track of system or user-initiated actions via system logs.,"Linux,macOS",https://attack.mitre.org/techniques/T1070/002,No
T1070.003,Indicator Removal on Host: Clear Command History,Defense Evasion,An adversary may clear the command history of a compromised account to conceal the actions undertaken during an intrusion.,"Linux,Windows,macOS",https://attack.mitre.org/techniques/T1070/003,No
T1070.004,Indicator Removal on Host: File Deletion,Defense Evasion,"Adversaries may delete files left behind by the actions of their intrusion activity to minimize the adversary's footprint. Tools such as cmd functions such as DEL, secure deletion tools such as Windows Sysinternals SDelete, or other third-party file deletion tools can be used.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1070/004,No
T1070.005,Indicator Removal on Host: Network Share Connection Removal,Defense Evasion,Adversaries may remove shared connections that are no longer useful in order to clean up traces of their operation. Windows shared drive and[Windows Admin Shares connections can be removed when no longer needed.,Windows,https://attack.mitre.org/techniques/T1070/005,No
T1070.006,Indicator Removal on Host: Timestomp,Defense Evasion,"Adversaries may modify file time attributes to hide new or changes to existing files. Timestomping is a technique that modifies the timestamps of a file (the modify, access, create, and change times), often to mimic files that are in the same folder.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1070/006,No
T1071.001,Application Layer Protocol: Web Protocols,Command And Control,"Adversaries may communicate by concealing their data inside application layer protocols associated with web traffic to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1071/001,No
T1071.002,Application Layer Protocol: File Transfer Protocols,Command And Control,"Adversaries may communicate by concealing their data insideapplication layer protocols such as FTP, FTPS, and TFPT associated with transferring files to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1071/002,No
T1071.003,Application Layer Protocol: Mail Protocols,Command And Control,"Adversaries may communicate by concealing their data inside application layer protocols  such as SMTP/S, POP3/S, and IMAP associated with electronic map delivery to avoid detection/network filtering by blending in with existing traffic.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1071/003,No
T1071.004,Application Layer Protocol: DNS,Command And Control,"Adversaries may communicate using the Domain Name System (DNS) application layer protocol to avoid detection/network filtering by blending in with existing traffic. Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1071/004,No
T1072,Software Deployment Tools,"Execution,Lateral Movement","Adversaries may gain access to and use third-party software suites installed within an enterprise network, such as administration, monitoring, and deployment systems, to move laterally through the network. Third-party applications and software deployment systems may be in use in the network environment for administration purposes (e.g., SCCM, VNC, HBSS, Altiris, etc.).","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1072,No
T1074.001,Data Staged: Local Data Staging,Collection,"Adversaries may stage collected data in a central location or directory on the local system prior to Exfiltration. Data may be kept in separate files or combined into one file. Interactive command shells may be used, and common functionality within cmd and bash may be used to copy data into a staging location.","Linux,Windows,macOS",https://attack.mitre.org/techniques/T1074/001,No
T1074.002,Data Staged: Remote Data Staging,Collection,"Adversaries may stage data collected from multiple systems in a central location or directory on one system prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as Archive Collected Data. In cloud environments, adversaries may stage data within a particular instance or virtual machine before exfiltration. An adversary may Create Cloud Instance and stage data in that instance.","IaaS,Linux,Windows,macOS",https://attack.mitre.org/techniques/T1074/002,Yes
